location,timestamp,parameter,units,value
NewDelhi-8118,2025-04-13T08:30:00.000-04:00,pm25,µg/m³,48.0
NewDelhi-8118,2025-04-13T15:30:00.000-04:00,pm25,µg/m³,74.0
NewDelhi-8118,2025-04-13T09:30:00.000-04:00,pm25,µg/m³,43.0
NewDelhi-8118,2025-04-13T16:30:00.000-04:00,pm25,µg/m³,83.0
NewDelhi-8118,2025-04-13T10:30:00.000-04:00,pm25,µg/m³,51.0
NewDelhi-8118,2025-04-13T17:30:00.000-04:00,pm25,µg/m³,82.0
NewDelhi-8118,2025-04-13T11:30:00.000-04:00,pm25,µg/m³,78.0
NewDelhi-8118,2025-04-13T18:30:00.000-04:00,pm25,µg/m³,78.0
NewDelhi-8118,2025-04-13T19:30:00.000-04:00,pm25,µg/m³,87.0
NewDelhi-8118,2025-04-14T03:30:00.000-04:00,pm25,µg/m³,56.0
NewDelhi-8118,2025-04-13T23:30:00.000-04:00,pm25,µg/m³,99.0
NewDelhi-8118,2025-04-14T07:30:00.000-04:00,pm25,µg/m³,24.0
NewDelhi-8118,2025-04-14T00:30:00.000-04:00,pm25,µg/m³,96.0
NewDelhi-8118,2025-04-14T08:30:00.000-04:00,pm25,µg/m³,28.0
NewDelhi-8118,2025-04-14T01:30:00.000-04:00,pm25,µg/m³,68.0
NewDelhi-8118,2025-04-14T09:30:00.000-04:00,pm25,µg/m³,36.0
NewDelhi-8118,2025-04-14T10:30:00.000-04:00,pm25,µg/m³,44.0
NewDelhi-8118,2025-04-14T17:30:00.000-04:00,pm25,µg/m³,75.0
NewDelhi-8118,2025-04-14T11:30:00.000-04:00,pm25,µg/m³,55.0
NewDelhi-8118,2025-04-14T18:30:00.000-04:00,pm25,µg/m³,73.0
NewDelhi-8118,2025-04-14T12:30:00.000-04:00,pm25,µg/m³,65.0
NewDelhi-8118,2025-04-14T19:30:00.000-04:00,pm25,µg/m³,67.0
NewDelhi-8118,2025-04-14T20:30:00.000-04:00,pm25,µg/m³,83.0
NewDelhi-8118,2025-04-15T04:30:00.000-04:00,pm25,µg/m³,36.0
NewDelhi-8118,2025-04-15T05:30:00.000-04:00,pm25,µg/m³,35.0
NewDelhi-8118,2025-04-15T13:30:00.000-04:00,pm25,µg/m³,66.0
NewDelhi-8118,2025-04-15T06:30:00.000-04:00,pm25,µg/m³,32.0
NewDelhi-8118,2025-04-15T14:30:00.000-04:00,pm25,µg/m³,69.0
NewDelhi-8118,2025-04-15T08:30:00.000-04:00,pm25,µg/m³,41.0
NewDelhi-8118,2025-04-15T15:30:00.000-04:00,pm25,µg/m³,71.0
NewDelhi-8118,2025-04-15T17:30:00.000-04:00,pm25,µg/m³,69.0
NewDelhi-8118,2025-04-16T01:30:00.000-04:00,pm25,µg/m³,83.0
NewDelhi-8118,2025-04-15T18:30:00.000-04:00,pm25,µg/m³,71.0
NewDelhi-8118,2025-04-16T02:30:00.000-04:00,pm25,µg/m³,89.0
NewDelhi-8118,2025-04-15T20:30:00.000-04:00,pm25,µg/m³,74.0
NewDelhi-8118,2025-04-16T04:30:00.000-04:00,pm25,µg/m³,90.0
NewDelhi-8118,2025-04-15T23:30:00.000-04:00,pm25,µg/m³,94.0
NewDelhi-8118,2025-04-16T07:30:00.000-04:00,pm25,µg/m³,69.0
NewDelhi-8118,2025-04-16T15:30:00.000-04:00,pm25,µg/m³,80.0
NewDelhi-8118,2025-04-16T23:30:00.000-04:00,pm25,µg/m³,62.0
NewDelhi-8118,2025-04-17T06:30:00.000-04:00,pm25,µg/m³,49.0
NewDelhi-8118,2025-04-17T14:30:00.000-04:00,pm25,µg/m³,94.0
NewDelhi-8118,2025-04-17T08:30:00.000-04:00,pm25,µg/m³,62.0
NewDelhi-8118,2025-04-17T15:30:00.000-04:00,pm25,µg/m³,81.0
NewDelhi-8118,2025-04-17T09:30:00.000-04:00,pm25,µg/m³,60.0
NewDelhi-8118,2025-04-17T16:30:00.000-04:00,pm25,µg/m³,58.0
NewDelhi-8118,2025-04-17T18:30:00.000-04:00,pm25,µg/m³,61.0
NewDelhi-8118,2025-04-18T02:30:00.000-04:00,pm25,µg/m³,90.0
NewDelhi-8118,2025-04-17T22:30:00.000-04:00,pm25,µg/m³,75.0
NewDelhi-8118,2025-04-18T06:30:00.000-04:00,pm25,µg/m³,87.0
NewDelhi-8118,2025-04-18T08:30:00.000-04:00,pm25,µg/m³,63.0
NewDelhi-8118,2025-04-18T15:30:00.000-04:00,pm25,µg/m³,33.0
NewDelhi-8118,2025-04-18T09:30:00.000-04:00,pm25,µg/m³,84.0
NewDelhi-8118,2025-04-18T16:30:00.000-04:00,pm25,µg/m³,33.0
NewDelhi-8118,2025-04-18T10:30:00.000-04:00,pm25,µg/m³,88.0
NewDelhi-8118,2025-04-18T17:30:00.000-04:00,pm25,µg/m³,31.0
NewDelhi-8118,2025-04-18T18:30:00.000-04:00,pm25,µg/m³,29.0
NewDelhi-8118,2025-04-19T02:30:00.000-04:00,pm25,µg/m³,79.0
NewDelhi-8118,2025-04-18T19:30:00.000-04:00,pm25,µg/m³,44.0
NewDelhi-8118,2025-04-19T03:30:00.000-04:00,pm25,µg/m³,76.0
NewDelhi-8118,2025-04-18T20:30:00.000-04:00,pm25,µg/m³,44.0
NewDelhi-8118,2025-04-19T04:30:00.000-04:00,pm25,µg/m³,76.0
NewDelhi-8118,2025-04-18T21:30:00.000-04:00,pm25,µg/m³,53.0
NewDelhi-8118,2025-04-19T05:30:00.000-04:00,pm25,µg/m³,69.0
NewDelhi-8118,2025-04-19T06:30:00.000-04:00,pm25,µg/m³,63.0
NewDelhi-8118,2025-04-19T14:30:00.000-04:00,pm25,µg/m³,32.0
NewDelhi-8118,2025-04-19T08:30:00.000-04:00,pm25,µg/m³,52.0
NewDelhi-8118,2025-04-19T15:30:00.000-04:00,pm25,µg/m³,27.0
NewDelhi-8118,2025-04-19T09:30:00.000-04:00,pm25,µg/m³,44.0
NewDelhi-8118,2025-04-19T16:30:00.000-04:00,pm25,µg/m³,36.0
NewDelhi-8118,2025-04-19T17:30:00.000-04:00,pm25,µg/m³,36.0
NewDelhi-8118,2025-04-20T01:30:00.000-04:00,pm25,µg/m³,61.0
NewDelhi-8118,2025-04-19T18:30:00.000-04:00,pm25,µg/m³,31.0
NewDelhi-8118,2025-04-20T02:30:00.000-04:00,pm25,µg/m³,69.0
NewDelhi-8118,2025-04-19T19:30:00.000-04:00,pm25,µg/m³,34.0
NewDelhi-8118,2025-04-20T03:30:00.000-04:00,pm25,µg/m³,73.0
NewDelhi-8118,2025-04-19T20:30:00.000-04:00,pm25,µg/m³,36.0
NewDelhi-8118,2025-04-20T04:30:00.000-04:00,pm25,µg/m³,68.0
NewDelhi-8118,2025-04-20T05:30:00.000-04:00,pm25,µg/m³,59.0
NewDelhi-8118,2025-04-20T13:30:00.000-04:00,pm25,µg/m³,73.0
NewDelhi-8118,2025-04-20T06:30:00.000-04:00,pm25,µg/m³,53.0
NewDelhi-8118,2025-04-20T14:30:00.000-04:00,pm25,µg/m³,80.0
NewDelhi-8118,2025-04-20T16:30:00.000-04:00,pm25,µg/m³,72.0
NewDelhi-8118,2025-04-21T00:30:00.000-04:00,pm25,µg/m³,85.0
NewDelhi-8118,2025-04-20T17:30:00.000-04:00,pm25,µg/m³,82.0
NewDelhi-8118,2025-04-21T01:30:00.000-04:00,pm25,µg/m³,77.0
NewDelhi-8118,2025-04-21T02:30:00.000-04:00,pm25,µg/m³,72.0
NewDelhi-8118,2025-04-21T10:30:00.000-04:00,pm25,µg/m³,47.0
NewDelhi-8118,2025-04-21T03:30:00.000-04:00,pm25,µg/m³,61.0
NewDelhi-8118,2025-04-21T11:30:00.000-04:00,pm25,µg/m³,63.0
USDiplomaticPost:NewDelhi-8118,2025-01-08T08:30:00.000-05:00,pm25,µg/m³,117.0
USDiplomaticPost:NewDelhi-8118,2025-01-08T09:30:00.000-05:00,pm25,µg/m³,129.0
USDiplomaticPost:NewDelhi-8118,2025-01-08T10:30:00.000-05:00,pm25,µg/m³,195.0
USDiplomaticPost:NewDelhi-8118,2025-01-08T11:30:00.000-05:00,pm25,µg/m³,245.0
USDiplomaticPost:NewDelhi-8118,2025-01-08T21:30:00.000-05:00,pm25,µg/m³,160.0
USDiplomaticPost:NewDelhi-8118,2025-01-08T22:30:00.000-05:00,pm25,µg/m³,192.0
USDiplomaticPost:NewDelhi-8118,2025-01-09T06:30:00.000-05:00,pm25,µg/m³,314.0
USDiplomaticPost:NewDelhi-8118,2025-01-09T07:30:00.000-05:00,pm25,µg/m³,305.0
USDiplomaticPost:NewDelhi-8118,2025-01-09T08:30:00.000-05:00,pm25,µg/m³,374.0
USDiplomaticPost:NewDelhi-8118,2025-01-09T09:30:00.000-05:00,pm25,µg/m³,371.0
USDiplomaticPost:NewDelhi-8118,2025-01-09T10:30:00.000-05:00,pm25,µg/m³,341.0
USDiplomaticPost:NewDelhi-8118,2025-01-09T11:30:00.000-05:00,pm25,µg/m³,338.0
USDiplomaticPost:NewDelhi-8118,2025-01-09T12:30:00.000-05:00,pm25,µg/m³,339.0
USDiplomaticPost:NewDelhi-8118,2025-01-09T17:30:00.000-05:00,pm25,µg/m³,359.0
USDiplomaticPost:NewDelhi-8118,2025-01-09T18:30:00.000-05:00,pm25,µg/m³,349.0
USDiplomaticPost:NewDelhi-8118,2025-01-09T19:30:00.000-05:00,pm25,µg/m³,289.0
USDiplomaticPost:NewDelhi-8118,2025-01-09T20:30:00.000-05:00,pm25,µg/m³,157.0
USDiplomaticPost:NewDelhi-8118,2025-01-09T21:30:00.000-05:00,pm25,µg/m³,183.0
USDiplomaticPost:NewDelhi-8118,2025-01-10T04:30:00.000-05:00,pm25,µg/m³,209.0
USDiplomaticPost:NewDelhi-8118,2025-01-10T05:30:00.000-05:00,pm25,µg/m³,199.0
USDiplomaticPost:NewDelhi-8118,2025-01-10T06:30:00.000-05:00,pm25,µg/m³,203.0
USDiplomaticPost:NewDelhi-8118,2025-01-10T07:30:00.000-05:00,pm25,µg/m³,196.0
USDiplomaticPost:NewDelhi-8118,2025-01-10T08:30:00.000-05:00,pm25,µg/m³,217.0
USDiplomaticPost:NewDelhi-8118,2025-01-10T21:30:00.000-05:00,pm25,µg/m³,147.0
USDiplomaticPost:NewDelhi-8118,2025-01-10T16:30:00.000-05:00,pm25,µg/m³,160.0
USDiplomaticPost:NewDelhi-8118,2025-01-10T17:30:00.000-05:00,pm25,µg/m³,146.0
USDiplomaticPost:NewDelhi-8118,2025-01-10T18:30:00.000-05:00,pm25,µg/m³,146.0
USDiplomaticPost:NewDelhi-8118,2025-01-11T03:30:00.000-05:00,pm25,µg/m³,182.0
USDiplomaticPost:NewDelhi-8118,2025-01-11T04:30:00.000-05:00,pm25,µg/m³,192.0
USDiplomaticPost:NewDelhi-8118,2025-01-11T05:30:00.000-05:00,pm25,µg/m³,174.0
USDiplomaticPost:NewDelhi-8118,2025-01-11T06:30:00.000-05:00,pm25,µg/m³,201.0
USDiplomaticPost:NewDelhi-8118,2025-01-11T07:30:00.000-05:00,pm25,µg/m³,226.0
USDiplomaticPost:NewDelhi-8118,2025-01-11T13:30:00.000-05:00,pm25,µg/m³,132.0
USDiplomaticPost:NewDelhi-8118,2025-01-11T14:30:00.000-05:00,pm25,µg/m³,134.0
USDiplomaticPost:NewDelhi-8118,2025-01-11T15:30:00.000-05:00,pm25,µg/m³,129.0
USDiplomaticPost:NewDelhi-8118,2025-01-11T16:30:00.000-05:00,pm25,µg/m³,149.0
USDiplomaticPost:NewDelhi-8118,2025-01-11T17:30:00.000-05:00,pm25,µg/m³,157.0
USDiplomaticPost:NewDelhi-8118,2025-01-12T01:30:00.000-05:00,pm25,µg/m³,174.0
USDiplomaticPost:NewDelhi-8118,2025-01-12T02:30:00.000-05:00,pm25,µg/m³,158.0
USDiplomaticPost:NewDelhi-8118,2025-01-12T03:30:00.000-05:00,pm25,µg/m³,144.0
USDiplomaticPost:NewDelhi-8118,2025-01-12T13:30:00.000-05:00,pm25,µg/m³,199.0
USDiplomaticPost:NewDelhi-8118,2025-01-13T14:30:00.000-05:00,pm25,µg/m³,135.0
USDiplomaticPost:NewDelhi-8118,2025-01-13T15:30:00.000-05:00,pm25,µg/m³,107.0
USDiplomaticPost:NewDelhi-8118,2025-01-13T22:30:00.000-05:00,pm25,µg/m³,134.0
USDiplomaticPost:NewDelhi-8118,2025-01-13T23:30:00.000-05:00,pm25,µg/m³,139.0
USDiplomaticPost:NewDelhi-8118,2025-01-14T00:30:00.000-05:00,pm25,µg/m³,151.0
USDiplomaticPost:NewDelhi-8118,2025-01-14T01:30:00.000-05:00,pm25,µg/m³,166.0
USDiplomaticPost:NewDelhi-8118,2025-01-14T02:30:00.000-05:00,pm25,µg/m³,144.0
USDiplomaticPost:NewDelhi-8118,2025-01-14T06:30:00.000-05:00,pm25,µg/m³,134.0
USDiplomaticPost:NewDelhi-8118,2025-01-14T09:30:00.000-05:00,pm25,µg/m³,216.0
USDiplomaticPost:NewDelhi-8118,2025-01-14T10:30:00.000-05:00,pm25,µg/m³,248.0
USDiplomaticPost:NewDelhi-8118,2025-01-14T11:30:00.000-05:00,pm25,µg/m³,219.0
USDiplomaticPost:NewDelhi-8118,2025-01-14T12:30:00.000-05:00,pm25,µg/m³,239.0
USDiplomaticPost:NewDelhi-8118,2025-01-14T13:30:00.000-05:00,pm25,µg/m³,280.0
USDiplomaticPost:NewDelhi-8118,2025-01-14T21:30:00.000-05:00,pm25,µg/m³,291.0
USDiplomaticPost:NewDelhi-8118,2025-01-14T22:30:00.000-05:00,pm25,µg/m³,320.0
USDiplomaticPost:NewDelhi-8118,2025-01-14T23:30:00.000-05:00,pm25,µg/m³,267.0
USDiplomaticPost:NewDelhi-8118,2025-01-15T06:30:00.000-05:00,pm25,µg/m³,187.0
USDiplomaticPost:NewDelhi-8118,2025-01-15T07:30:00.000-05:00,pm25,µg/m³,188.0
USDiplomaticPost:NewDelhi-8118,2025-01-15T08:30:00.000-05:00,pm25,µg/m³,201.0
USDiplomaticPost:NewDelhi-8118,2025-01-15T09:30:00.000-05:00,pm25,µg/m³,192.0
USDiplomaticPost:NewDelhi-8118,2025-01-15T10:30:00.000-05:00,pm25,µg/m³,207.0
USDiplomaticPost:NewDelhi-8118,2025-01-15T11:30:00.000-05:00,pm25,µg/m³,215.0
USDiplomaticPost:NewDelhi-8118,2025-01-15T12:30:00.000-05:00,pm25,µg/m³,185.0
USDiplomaticPost:NewDelhi-8118,2025-01-15T17:30:00.000-05:00,pm25,µg/m³,154.0
USDiplomaticPost:NewDelhi-8118,2025-01-15T19:30:00.000-05:00,pm25,µg/m³,136.0
USDiplomaticPost:NewDelhi-8118,2025-01-15T20:30:00.000-05:00,pm25,µg/m³,125.0
USDiplomaticPost:NewDelhi-8118,2025-01-15T21:30:00.000-05:00,pm25,µg/m³,110.0
USDiplomaticPost:NewDelhi-8118,2025-01-16T05:30:00.000-05:00,pm25,µg/m³,125.0
USDiplomaticPost:NewDelhi-8118,2025-01-16T06:30:00.000-05:00,pm25,µg/m³,129.0
USDiplomaticPost:NewDelhi-8118,2025-01-16T07:30:00.000-05:00,pm25,µg/m³,127.0
USDiplomaticPost:NewDelhi-8118,2025-01-16T08:30:00.000-05:00,pm25,µg/m³,142.0
USDiplomaticPost:NewDelhi-8118,2025-01-16T15:30:00.000-05:00,pm25,µg/m³,228.0
USDiplomaticPost:NewDelhi-8118,2025-01-16T16:30:00.000-05:00,pm25,µg/m³,211.0
USDiplomaticPost:NewDelhi-8118,2025-01-16T17:30:00.000-05:00,pm25,µg/m³,196.0
USDiplomaticPost:NewDelhi-8118,2025-01-16T18:30:00.000-05:00,pm25,µg/m³,132.0
USDiplomaticPost:NewDelhi-8118,2025-01-16T19:30:00.000-05:00,pm25,µg/m³,133.0
USDiplomaticPost:NewDelhi-8118,2025-01-17T00:30:00.000-05:00,pm25,µg/m³,165.0
USDiplomaticPost:NewDelhi-8118,2025-01-17T01:30:00.000-05:00,pm25,µg/m³,166.0
USDiplomaticPost:NewDelhi-8118,2025-01-17T02:30:00.000-05:00,pm25,µg/m³,143.0
USDiplomaticPost:NewDelhi-8118,2025-01-17T03:30:00.000-05:00,pm25,µg/m³,116.0
USDiplomaticPost:NewDelhi-8118,2025-01-17T04:30:00.000-05:00,pm25,µg/m³,112.0
USDiplomaticPost:NewDelhi-8118,2025-01-17T14:30:00.000-05:00,pm25,µg/m³,125.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T00:30:00.000-05:00,pm25,µg/m³,132.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T01:30:00.000-05:00,pm25,µg/m³,137.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T02:30:00.000-05:00,pm25,µg/m³,147.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T03:30:00.000-05:00,pm25,µg/m³,178.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T04:30:00.000-05:00,pm25,µg/m³,177.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T14:30:00.000-05:00,pm25,µg/m³,225.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T02:30:00.000-05:00,pm25,µg/m³,187.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T13:30:00.000-05:00,pm25,µg/m³,277.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T14:30:00.000-05:00,pm25,µg/m³,296.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T15:30:00.000-05:00,pm25,µg/m³,211.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T16:30:00.000-05:00,pm25,µg/m³,170.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T23:30:00.000-05:00,pm25,µg/m³,154.0
USDiplomaticPost:NewDelhi-8118,2025-01-20T08:30:00.000-05:00,pm25,µg/m³,154.0
USDiplomaticPost:NewDelhi-8118,2025-01-20T09:30:00.000-05:00,pm25,µg/m³,179.0
USDiplomaticPost:NewDelhi-8118,2025-01-20T10:30:00.000-05:00,pm25,µg/m³,199.0
USDiplomaticPost:NewDelhi-8118,2025-01-20T11:30:00.000-05:00,pm25,µg/m³,211.0
USDiplomaticPost:NewDelhi-8118,2025-01-20T12:30:00.000-05:00,pm25,µg/m³,194.0
USDiplomaticPost:NewDelhi-8118,2025-01-20T13:30:00.000-05:00,pm25,µg/m³,158.0
USDiplomaticPost:NewDelhi-8118,2025-01-21T14:30:00.000-05:00,pm25,µg/m³,166.0
USDiplomaticPost:NewDelhi-8118,2025-01-21T15:30:00.000-05:00,pm25,µg/m³,135.0
USDiplomaticPost:NewDelhi-8118,2025-01-21T16:30:00.000-05:00,pm25,µg/m³,127.0
USDiplomaticPost:NewDelhi-8118,2025-01-21T17:30:00.000-05:00,pm25,µg/m³,119.0
USDiplomaticPost:NewDelhi-8118,2025-01-21T18:30:00.000-05:00,pm25,µg/m³,136.0
USDiplomaticPost:NewDelhi-8118,2025-01-21T19:30:00.000-05:00,pm25,µg/m³,130.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T01:30:00.000-05:00,pm25,µg/m³,111.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T21:30:00.000-05:00,pm25,µg/m³,181.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T15:30:00.000-05:00,pm25,µg/m³,123.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T21:30:00.000-05:00,pm25,µg/m³,117.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T15:30:00.000-05:00,pm25,µg/m³,102.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T18:30:00.000-05:00,pm25,µg/m³,121.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T12:30:00.000-05:00,pm25,µg/m³,116.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T13:30:00.000-05:00,pm25,µg/m³,101.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T14:30:00.000-05:00,pm25,µg/m³,103.0
USDiplomaticPost:NewDelhi-8118,2025-01-25T09:30:00.000-05:00,pm25,µg/m³,119.0
USDiplomaticPost:NewDelhi-8118,2025-01-25T10:30:00.000-05:00,pm25,µg/m³,109.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T14:30:00.000-05:00,pm25,µg/m³,118.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T15:30:00.000-05:00,pm25,µg/m³,132.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T16:30:00.000-05:00,pm25,µg/m³,146.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T00:30:00.000-05:00,pm25,µg/m³,107.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T02:30:00.000-05:00,pm25,µg/m³,101.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T12:30:00.000-05:00,pm25,µg/m³,133.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T13:30:00.000-05:00,pm25,µg/m³,132.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T14:30:00.000-05:00,pm25,µg/m³,124.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T23:30:00.000-05:00,pm25,µg/m³,137.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T00:30:00.000-05:00,pm25,µg/m³,122.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T01:30:00.000-05:00,pm25,µg/m³,111.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T10:30:00.000-05:00,pm25,µg/m³,177.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T11:30:00.000-05:00,pm25,µg/m³,184.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T12:30:00.000-05:00,pm25,µg/m³,174.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T13:30:00.000-05:00,pm25,µg/m³,155.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T19:30:00.000-05:00,pm25,µg/m³,380.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T20:30:00.000-05:00,pm25,µg/m³,396.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T21:30:00.000-05:00,pm25,µg/m³,364.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T22:30:00.000-05:00,pm25,µg/m³,295.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T23:30:00.000-05:00,pm25,µg/m³,362.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T00:30:00.000-05:00,pm25,µg/m³,345.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T06:30:00.000-05:00,pm25,µg/m³,115.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T07:30:00.000-05:00,pm25,µg/m³,134.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T08:30:00.000-05:00,pm25,µg/m³,146.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T09:30:00.000-05:00,pm25,µg/m³,161.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T10:30:00.000-05:00,pm25,µg/m³,186.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T18:30:00.000-05:00,pm25,µg/m³,211.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T19:30:00.000-05:00,pm25,µg/m³,203.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T20:30:00.000-05:00,pm25,µg/m³,206.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T21:30:00.000-05:00,pm25,µg/m³,226.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T03:30:00.000-05:00,pm25,µg/m³,124.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T04:30:00.000-05:00,pm25,µg/m³,111.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T05:30:00.000-05:00,pm25,µg/m³,112.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T06:30:00.000-05:00,pm25,µg/m³,115.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T07:30:00.000-05:00,pm25,µg/m³,116.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T08:30:00.000-05:00,pm25,µg/m³,118.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T14:30:00.000-05:00,pm25,µg/m³,202.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T15:30:00.000-05:00,pm25,µg/m³,211.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T17:30:00.000-05:00,pm25,µg/m³,196.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T02:30:00.000-05:00,pm25,µg/m³,146.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T03:30:00.000-05:00,pm25,µg/m³,146.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T04:30:00.000-05:00,pm25,µg/m³,132.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T05:30:00.000-05:00,pm25,µg/m³,132.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T21:30:00.000-05:00,pm25,µg/m³,173.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T14:30:00.000-05:00,pm25,µg/m³,262.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T15:30:00.000-05:00,pm25,µg/m³,262.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T16:30:00.000-05:00,pm25,µg/m³,264.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T02:30:00.000-05:00,pm25,µg/m³,225.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T03:30:00.000-05:00,pm25,µg/m³,320.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T04:30:00.000-05:00,pm25,µg/m³,219.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T12:30:00.000-05:00,pm25,µg/m³,215.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T13:30:00.000-05:00,pm25,µg/m³,198.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T14:30:00.000-05:00,pm25,µg/m³,177.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T15:30:00.000-05:00,pm25,µg/m³,170.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T16:30:00.000-05:00,pm25,µg/m³,174.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T20:30:00.000-05:00,pm25,µg/m³,183.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T21:30:00.000-05:00,pm25,µg/m³,168.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T22:30:00.000-05:00,pm25,µg/m³,183.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T23:30:00.000-05:00,pm25,µg/m³,208.0
USDiplomaticPost:NewDelhi-8118,2025-02-02T00:30:00.000-05:00,pm25,µg/m³,227.0
USDiplomaticPost:NewDelhi-8118,2025-02-02T01:30:00.000-05:00,pm25,µg/m³,238.0
USDiplomaticPost:NewDelhi-8118,2025-02-02T02:30:00.000-05:00,pm25,µg/m³,197.0
USDiplomaticPost:NewDelhi-8118,2025-02-03T12:30:00.000-05:00,pm25,µg/m³,119.0
USDiplomaticPost:NewDelhi-8118,2025-02-03T13:30:00.000-05:00,pm25,µg/m³,129.0
USDiplomaticPost:NewDelhi-8118,2025-02-03T14:30:00.000-05:00,pm25,µg/m³,132.0
USDiplomaticPost:NewDelhi-8118,2025-02-03T23:30:00.000-05:00,pm25,µg/m³,153.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T00:30:00.000-05:00,pm25,µg/m³,135.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T01:30:00.000-05:00,pm25,µg/m³,141.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T02:30:00.000-05:00,pm25,µg/m³,128.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T10:30:00.000-05:00,pm25,µg/m³,230.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T11:30:00.000-05:00,pm25,µg/m³,240.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T12:30:00.000-05:00,pm25,µg/m³,235.0
